Plant_ID,Type,sci_name,Common_Name,Native,Naturalized,CoC,Endemic,Persisting,Status_State,Status_US,nwpl_emp,nwpl_ncne,State_Rank,Global_Rank,Category,Habitat,Growth_Habit,Duration,,
6667,Accepted Name,smilax glauca,white-leaved greenbrier,Y,,6,N,Y,,,FACU,FACU,S5,,Vascular,Primarily in dry to dry-mesic oak dominated forests and forest edges. A plant restricted to the warmer and more southern parts of New York.,Vine,Perennial,,
2986,Accepted Name,smilax pulverulenta,powdery carrion flower,Y,,10,N,Y,Endangered-State,,FACU,FACU,S1,G4G5,Vascular,,"Vine, Forb/herb",Perennial,,
6669,Accepted Name,smilax rotundifolia,common greenbrier,Y,,4,N,Y,,,FAC,FAC,S5,,Vascular,In dry to wet forests and forest edges of a south affinity, dry thickets and roadsides. It does particularly well in warm successional forests where it can dominate the understory and climb into the canopy. This species often forms large impenetrable thickets.,Vine,Perennial,
6879,Accepted Name,solanum carolinense var. carolinense,horse nettle,Y,,0,N,Y,,,FACU,FACU,S5,,Vascular,"Roadsides, disturbed sites, pastures, successional fields, cultivated ground, floodplain forests, and thickets.",Herbaceous,Perennial,,
3008,Accepted Name,solanum emulans,eastern black nightshade,Y,,0,N,Y,,,FACU,FACU,S5,G5,Vascular,"Waste places, disturbed soils, roadsides, cultivated ground, pastures, successional fields, thickets, thin soils on bedrock, and ledges.",Forb/herb,Annual,,
408,Accepted Name,solidago altissima ssp. altissima,tall goldenrod,Y,,1,N,Y,,,FACU,FACU,S5,,Vascular,"Successional fields, pastures, road banks, and disturbed soil. Sometimes occurring in disturbed soil in forested situations but clearly doing best in open areas. Forms dense patches in successional fields and is one of our most common goldenrods except in the northern part of the state.",Forb/herb,Perennial,,
283,Accepted Name,solidago bicolor,silver rod,Y,,6,N,Y,,,,,S5,G5,Vascular,"Thin forests, woodlands and opening, edges of forests, roadside banks where the herbaceous vegetation is not tall or dense, and successional fields in dry to mesic often thin soils.  Does best without intense herbaceous competition.",Forb/herb,Perennial,,
284,Accepted Name,solidago caesia var. caesia,"blue-stemmed goldenrod, wreath goldenrod",Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Forested slopes, forest edges, forested road banks, and shale talus in mesic to a little drier soils. Occurring almost entirely in shaded situations Solidago caesia can be quite abundant at a site although it usually does not occur in dense stands. ",Forb/herb,Perennial,,
278,Accepted Name,solidago flexicaulis,zigzag goldenrod,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Rich mesic forests, forested road banks, edges of forests, and thickets. Prefers deep calcareous soils. Solidago flexicaulis is an understory herb of mesic forested environments. In the northern parts of NY it is more restricted to rich forests while in the southern parts of NY it grows in a wider variety of soils although still prefers the richer sites.",Forb/herb,Perennial,,
266,Accepted Name,solidago juncea,early goldenrod,Y,,3,N,Y,,,,,S5,G5,Vascular,"Successional fields, edges of forests, woodlands, and road banks. Grows where the soils are thin. It does best in full light where the adjacent herbaceous vegetation is low in stature.",Forb/herb,Perennial,,
269,Accepted Name,solidago odora,sweet goldenrod,Y,,6,N,Y,,,,,S4,G5,Vascular,"Roadsides, woodlands, and rocky openings. A more southern species occurring with us in only the more southern parts of NY.",Forb/herb,Perennial,,
271,Accepted Name,solidago patula,rough-leaved goldenrod,Y,,7,N,Y,,,OBL,OBL,S5,G5,Vascular,"Rich swamps, fens, seepage areas in forests, and marshes. Restricted to saturated or seasonally inundated soils. It does best in rich more open environments but also occurs in fairly well shaded swamps.",Forb/herb,Perennial,,
286,Accepted Name,solidago rigida var. rigida,stiff flat-topped goldenrod,Y,,3,N,Y,Threatened-State,,UPL,FACU,S2,G5,Vascular,"Thin dry wooded calcareous slopes, rocky open areas along the coast, rocky river shores, edges of railroads, and roadsides.",Forb/herb,Perennial,,
406,Accepted Name,solidago rugosa var. rugosa,common wrinkle-leaved goldenrod,Y,,1,N,Y,,,FAC,FAC,S5,G5T5,Vascular,"Successional fields, pastures, wet to mesic forests, swamps, and roadsides. A common widespread species it can form dense large patches in fields. It prefers at least slightly wetter than mesic soils although it grows in mesic conditions as well.",Forb/herb,Perennial,,
193,Accepted Name,solidago speciosa,showy goldenrod,Y,,5,N,Y,,,,,S4,G5,Vascular,Successional fields and edges of forests in sandy soil.,Forb/herb,Perennial,,
203,Accepted Name,solidago uliginosa,bog goldenrod,Y,,8,N,Y,,,OBL,OBL,SNR,G4G5T4T5,Vascular,"Open to partially forested wet peatlands from rich fens and swamps to more acidic ""bogs"". Usually not in mineral soil swamps or marshes but restricted to the more unique peatland environments.",Forb/herb,Perennial,,
197,Accepted Name,solidago ulmifolia var. ulmifolia,elm-leaved goldenrod,Y,,7,N,Y,,,,,S5,G5,Vascular,"Usually dry to occasionally more mesic rocky deciduous forests, woodlands, forest edges, and bluffs. Mostly a forest or woodland species. Perhaps preferring calcareous soils.",Forb/herb,Perennial,,
2225,Accepted Name,sorghastrum nutans,Indian grass,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Ice and river scour shores of large rivers, roadsides, occasionally in fens, and open thickets.",Graminoid,Perennial,,
3015,Accepted Name,sparganium eurycarpum,giant bur-reed,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Edges of lakes, ponds, and slow moving streams; channels in swamps, marshes, and peatlands; and marshes. This species grows in shallow water and is often associated with large extensive marshes.",Forb/herb,Perennial,,
6334,Accepted Name,spergularia marina,lesser saltmarsh sand spurry,Y,,0,N,Y,,,OBL,FACW,SNR,,Vascular,Coastal and inland salt marshes also spreading along salted highways and at salt storage facilities.,Herbaceous,Biennial,,
2331,Accepted Name,sphenopholis intermedia,slender wedge grass,Y,,6,N,Y,,,FAC,FAC,S5,G5,Vascular,"Rich mesic to dry-mesic forests, fens and marshes. Perhaps more common in high pH sites. Populations are often small with plants widely scattered.",Graminoid,,,
2213,Accepted Name,sphenopholis nitida,shiny wedge grass,Y,,8,N,Y,,,FAC,UPL,S5,G5,Vascular,,Graminoid,Perennial,,
2196,Accepted Name,sphenopholis pensylvanica,swamp oats,Y,,9,N,Y,Endangered-State,,OBL,OBL,S1,G4,Vascular,,Graminoid,Perennial,,
6657,Accepted Name,spiranthes lucida,shining ladies’ tresses,Y,,4,N,Y,,,FACW,FACW,S5,,Vascular,Rich fens and calcareous seepy habitats with thin soils. Does well in or on the edges of rivulets through fens which have marly rocky soils.,Herbaceous,Perennial,,
2238,Accepted Name,sporobolus alterniflorus,smooth cord grass,Y,,7,N,Y,,,OBL,OBL,S5,G5,Vascular,Salt and brackish marshes. A dwarf form grows in high salt marshes while a taller form grows in low salt marshes and more brackish marshes.,Graminoid,Perennial,,
6695,Accepted Name,sporobolus compositus var. compositus,rough dropseed,Y,,1,N,Y,,,,,S4S5,,Vascular,,Herbaceous,Perennial,,
2218,Accepted Name,sporobolus cynosuroides,big cord grass,Y,,9,N,Y,,,OBL,OBL,S4,G5,Vascular,,Graminoid,Perennial,,
2216,Accepted Name,sporobolus michauxianus,prairie cord grass,Y,,7,N,Y,,,OBL,FACW,S5,G5,Vascular,"Upper edges of salt marshes, ice and river scour shores, exposed gravel bars in rivers, fresh water marshes, and lake shores.",Graminoid,Perennial,,
3019,Accepted Name,staphylea trifolia,bladdernut,Y,,7,N,Y,,,FAC,FAC,S5,G5,Vascular,"Rocky forests, rock outcrops, thin soils on exposed calcareous bedrock, banks of forested streams, and mesic forests (particularly floodplain forests) and thickets. Prefers dry to mesic highly calcareous sites but when in rocky forested sites it may not be as strong of a calciphile.","Tree, Shrub",Perennial,,
1433,Accepted Name,stylosanthes biflora,pencil flower,Y,,10,N,N,,,,,SX,G5,Vascular,,Forb/herb,Perennial,,
463,Accepted Name,symphyotrichum boreale,northern bog aster,Y,,10,N,Y,Threatened-State,,OBL,OBL,S2,G5,Vascular,,Forb/herb,Perennial,,
464,Accepted Name,symphyotrichum ciliolatum,Lindley’s aster,Y,,5,N,Y,Endangered-State,,,,S1,G5,Vascular,,Forb/herb,Perennial,,
508,Accepted Name,symphyotrichum cordifolium,heart-leaved aster,Y,,4,N,Y,,,,,S5,G5,Vascular,"Thin forests, woodlands, edges of forests, trails and paths in forests, rocky slopes, and disturbed soils. Perhaps its preferred habitat is along edges of forests where it gets a lot of light but herbaceous competition is minimal.",Forb/herb,Perennial,,
506,Accepted Name,symphyotrichum ericoides var. ericoides,heath aster,Y,,1,N,Y,,,FACU,FACU,S5,G5,Vascular,,Forb/herb,Perennial,,
467,Accepted Name,symphyotrichum laeve var. laeve,smooth aster,Y,,2,N,Y,,,FACU,FACU,S5,G5T5,Vascular,"Dry rocky forested slopes, woodlands, edges of forests, roadsides, occasionally fields, and thickets. Does particularly well in calcareous soils.",Forb/herb,Perennial,,
409,Accepted Name,symphyotrichum lowrieanum,Lowrie’s aster,Y,,4,N,Y,,,,,S4,G3G5Q,Vascular,"Dry rocky forested slopes, edges of forests, and occasionally fields. This species resembles S. cordifolium although it is distinct and is much less frequent than S. cordifolium. Symphyotrichum lowrieanum perhaps prefers more calcareous, drier, and more open habitats than S. cordifolium.",Forb/herb,Perennial,,
433,Accepted Name,symphyotrichum phlogifolium,thin-leaved late purple aster,Y,,0,N,Y,,,,,S4,,Vascular,,Forb/herb,Perennial,,
429,Accepted Name,symphyotrichum pilosum var. pilosum,frostweed aster,Y,,0,N,Y,,,FAC,FACU,S5,G5T5,Vascular,"Roadsides, successional fields, pastures, waste places, and disturbed areas. A weedy species very commonly along roads and in disturbed soils.",Forb/herb,Perennial,,
440,Accepted Name,symphyotrichum pilosum var. pringlei,Pringle’s aster,Y,,0,N,Y,,,FAC,FACU,S4,G5T5,Vascular,"Dry successional fields, utility line cuts, edges of forested areas, and roadsides. Compared to the typical variety, var. pringlei grows in drier sites with less herbaceous competition, and more often is in more native type habitats.",Forb/herb,Perennial,,
6961,Accepted Name,symphyotrichum praealtum,willow-leaved aster,Y,,8,N,Y,,,FACW,FACW,S5,,Vascular,,Herbaceous,Perennial,,
428,Accepted Name,symphyotrichum puniceum var. puniceum,purple-stemmed aster,Y,,4,N,Y,,,OBL,OBL,S5,G5T5,Vascular,"Swamps, marshes, fens, wet thickets, stream banks, and ditches. A common aster of various wetland types and usually not too weedy.",Forb/herb,Perennial,,
427,Accepted Name,symphyotrichum racemosum,small white aster,Y,,0,N,Y,,,FACW,FACW,S5,G4G5,Vascular,"Successional fields, roadsides, shores of lakes, and disturbed soils. With us mostly in dry to mesic soils in southeastern NY.",Forb/herb,Perennial,,
214,Accepted Name,symphyotrichum subulatum var. subulatum,annual saltmarsh aster,Y,,6,N,Y,Threatened-State,,OBL,FACW,S2S3,GNR,Vascular,Tidal brackish marshes with other tall marsh plants.,Herbaceous,Annual,,
444,Accepted Name,symphyotrichum urophyllum,arrow-leaved aster,Y,,1,N,Y,,,,,S5,G4G5,Vascular,"Successional fields, openings in forests, and roadsides. Almost entirely a field species/ Late in the season its white panicles can easily be spotted poking above the other herbaceous vegetation.",Forb/herb,Perennial,,
131,Accepted Name,symplocarpus foetidus,skunk cabbage,Y,,5,N,Y,,,OBL,OBL,S5,G5,Vascular,"Seepage springs and slopes, swamps, and wet floodplain forests.  Symplocarpus foetidus is common in a variety of shaded wetlands although it does have a preference for cold seepage areas and mucky soils.",Forb/herb,Perennial,,
3026,Accepted Name,taxus canadensis,"Canada yew, American yew",Y,,9,N,Y,,,FAC,FACU,S5,G5,Vascular,"Cool mesic to wet-mesic hardwood to mixed coniferous-hardwood forests, shaded talus slopes, and hummocks in swamps. Highly prized by deer and in areas with an overpopulation of deer becoming restricted to steep slopes and tops of boulders that are inaccessible to deer browse.",Shrub,Perennial,,
1723,Accepted Name,teucrium canadense,American germander,Y,,4,N,Y,,,FACW,FACW,S5,G5T5,Vascular,"Floodplain forests, alluvial thickets, edges of streams, and sand and gravel bars in streams. Sometimes somewhat weedy.",Forb/herb,Perennial,,
6284,Accepted Name,thalictrum dioicum,early meadow rue,Y,,7,N,Y,,,FAC,FACU,S5,,Vascular,Mesic hardwood forests and forest edges in thin to deep often calcareous or circumneutral soils.,Herbaceous,Perennial,,
2552,Accepted Name,thalictrum pubescens,tall meadow rue,Y,,4,N,Y,,,FACW,FACW,S5,G5,Vascular,"Rich fens, stream banks, swamps, marshes, and wet thickets.",Forb/herb,Perennial,,
2560,Accepted Name,thalictrum revolutum,skunk meadow rue,Y,,8,N,Y,,,FAC,FAC,S5,G5,Vascular,"Dry to dry-mesic openings in forests, forest edges, pine barrens, rocky open areas, dirt roadsides, and thickets.",Forb/herb,Perennial,,
2568,Accepted Name,thalictrum thalictroides,rue anemone,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,"Hardwood forests, forest edges, openings in forests, edges of forested dirt roads on mid to upper slopes and usually in thin dry-mesic coarse grained or rocky circumneutral to calcareous soils.",Forb/herb,Perennial,,
3029,Accepted Name,thelypteris noveboracensis,New York fern,Y,,4,N,Y,,,FAC,FAC,S5,G5,Vascular,Mesic to dry-mesic forests and forest edges. Forming extensive dense populations along with Dennstaedtia punctilobula in sterile soils.,Forb/herb,Perennial,,
3031,Accepted Name,thelypteris palustris var. pubescens,marsh fern,Y,,4,N,Y,,,FACW,FACW,S5,G5T5,Vascular,"Marshes, rich fens, and swamps; edges of ponds, lakes, and streams; and ditches and open wet thickets.",Forb/herb,Perennial,,
3032,Accepted Name,thelypteris simulata,Massachusetts fern,Y,,8,N,Y,,,FACW,FACW,S3,G4G5,Vascular,,Forb/herb,Perennial,,
924,Accepted Name,thuja occidentalis,"northern white cedar, arbor vitae",Y,,6,N,Y,,,FACW,FACW,S5,G5,Vascular,"Calcareous cliffs and ledges, rocky summits, alvars, fens, and rich swamps. Grows in both xeric and wet, often cool sites. Mostly confined to calcareous soils and bedrock. In northern and cooler parts of New York it become less of a calciphile. In swamps it can from dense impenetrable stands.",Tree,Perennial,,
2006,Accepted Name,tipularia discolor,cranefly orchid,Y,,8,N,Y,Endangered-State,,FACU,FACU,S1,G4G5,Vascular,,Forb/herb,Perennial,,
591,Accepted Name,tomostima reptans,Carolina whitlow grass,Y,,10,N,Y,Threatened-State,,,,S2,G5,Vascular,,Forb/herb,Annual,,
1082,Accepted Name,trichophorum planifolium,woodland club sedge,Y,,8,N,Y,,,,,S5,G4G5,Vascular,"Dry to mesic hardwood forests of a southern affinity, woodlands, and bluffs. Often in forests with oaks and hickories dominant. Usually in forests that are not very weedy and the adjacent herbaceous layer is not very dense.",Graminoid,Perennial,,
1719,Accepted Name,trichostema dichotomum,common bluecurls,Y,,3,N,Y,,,UPL,UPL,S5,G5,Vascular,"Rocky summits, rock outcrops, railroad edges, and thickets in dry thin gravelly or sandy soils.",Forb/herb,Annual,,
2276,Accepted Name,tridens flavus var. flavus,purpletop,Y,,0,N,Y,,,FACU,UPL,S5,G5,Vascular,"Roadsides, sandy successional fields, gravel pits, and openings in forests in dry to dry-mesic sandy or gravely soils.",Graminoid,Perennial,,
1677,Accepted Name,triglochin maritima,sea arrow grass,Y,,9,N,Y,,,OBL,OBL,S4,G5,Vascular,"Coastal salt marshes, rich fens, calcareous marshes, and openings in rich peaty swamps.",Forb/herb,Perennial,,
2229,Accepted Name,triplasis purpurea var. purpurea,purple sand grass,Y,,4,N,Y,,,,,S4,G4G5,Vascular,"Primarily occurs on maritime beaches and dunes, and disturbed open sandy areas near the coast.",Graminoid,Annual,,
2150,Accepted Name,tripsacum dactyloides var. dactyloides,eastern gamma grass,Y,,5,N,Y,Threatened-State,,FACW,FAC,S2,G5,Vascular,"Dunes and sandy areas near the coast, upper edges of salt marshes, and river shores.",Graminoid,Perennial,,
2085,Accepted Name,tsuga canadensis,eastern hemlock,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,"A component of mesic cool northern forests throughout New York. In these sites it more often occurs with hardwoods and Pinus strobus than with other conifers. Also commonly on hummocks in swamps where it can sometimes form dense pure stands; often in pure stands, in ravines and on north and east facing lower slopes; and on rocky outcrops and bluffs.",Tree,Perennial,,
3050,Accepted Name,ulmus americana,American elm,Y,,4,N,Y,,,FACW,FACW,S5,G5?,Vascular,"Wet thickets, stream edges, swamps, roadsides, mesic to wet forests, and forest edges. In wet to mesic often nutrient rich soils. Still a rather common tree even after the introduction of Dutch Elm Disease although perhaps not as significant of a component of bottom land and wet-mesic forests and not growing as large as in the past.",Tree,Perennial,,
1852,Accepted Name,uvularia perfoliata,perfoliate bellwort,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,"Forests, woodlands, and bluffs in dry to dry-mesic often rocky soils with oaks dominant",Forb/herb,Perennial,,
6472,Accepted Name,vaccinium corymbosum,highbush blueberry,Y,,6,N,Y,,,FACW,FACW,S5,,Vascular,"In a wide variety of wetlands and also in dry thin soils on crests and upper slopes. Rich fens, acidic bogs, swamps, shrub swamps, wet thickets, edges of marshes, and mesic forests.",Shrub,Perennial,,
1305,Accepted Name,vaccinium macrocarpon,cranberry,Y,,8,N,Y,,,OBL,OBL,S5,G4,Vascular,Wet Sphagnum peatlands in acidic to more minerotrophic sites including rich fens and acidic bogs.,"Subshrub, Shrub",Perennial,,
1320,Accepted Name,vaccinium pallidum,hillside blueberry,Y,,7,N,Y,,,,,S5,G5,Vascular,"Dry to dry-mesic hardwood forests, edges of forests, woodlands, rocky summits, barrens, and old fields. Often associated with other Vaccinium spp. and ericaceous shrubs.","Subshrub, Shrub",Perennial,,
6477,Accepted Name,vaccinium stamineum,deerberry,Y,,7,N,Y,,,FACU,FACU,S5,,Vascular,"Dry to dry-mesic hardwood forests, edges of forests, and bluffs. Often on ridges, hill tops, or upper slopes in thin dry rocky acidic soils.",Shrub,Perennial,,
1809,Accepted Name,veratrum viride,"false hellebore, Indian corn lily",Y,,4,N,Y,,,FACW,FACW,S5,G5,Vascular,"Edges of forested streams, seepages, swamps in mucky soils, and low wet forests. Sometimes forms dense patches.",Forb/herb,Perennial,,
6910,Accepted Name,verbena hastata,blue vervain,Y,,3,N,Y,,,FACW,FACW,S5,,Vascular,"Marshes, gravel bars in streams, ditches and wet successional fields.",Herbaceous,Biennial,,
3070,Accepted Name,verbena simplex,narrow-leaved vervain,Y,,9,N,Y,,,,,S4,G5,Vascular,,Forb/herb,Perennial,,
699,Accepted Name,viburnum acerifolium,maple-leaved viburnum,Y,,7,N,Y,,,UPL,UPL,S5,G5,Vascular,"Understories of forests, woodlands, edges of forests, forested road banks, and rocky slopes often in acidic not deep soils. A very common understory shrub in mesic acidic deciduous forests (sometimes dominated by Quercus rubra).",Shrub,Perennial,,
6858,Accepted Name,viburnum prunifolium,blackhaw,Y,,4,N,Y,,,FACU,FACU,S4,,Vascular,"Dry-mesic forests, thickets, successional shrub thickets, and successional fields. Mostly in thin dry soils. Viburnum prunifolium is mostly restricted to southeastern NY. In some areas that occurs in NY it is probably not native.",Shrub,Perennial,,
724,Accepted Name,viburnum rafinesqueanum,downy arrowwood,Y,,8,N,Y,,,,,S5,G5,Vascular,"Dry to dry-mesic forests, bluffs, woodlands, and rocky summits mostly in calcareous or mineral rich thin soils. It generally occurs in small to large size patches which can be quite dense; the larger patches occurring in less shaded sites. Often it is not distributed throughout a site but has a more limited local distribution.",Shrub,Perennial,,
3110,Accepted Name,viola palmata,three-lobed violet,Y,,6,N,Y,,,FACU,FACU,S5,,Vascular,Dry-mesic hardwood forests and forest edges on middle to upper slopes and tops of hills in acidic soils.,Forb/herb,Perennial,,
3086,Accepted Name,viola pedata var. pedata,bird’s foot violet,Y,,8,N,Y,Rare-State,,FACU,UPL,S2,G5TNR,Vascular,,Forb/herb,Perennial,,
6386,Accepted Name,viola pubescens var. pubescens,downy yellow-stemmed violet,Y,,7,N,Y,,,FACU,FACU,S5,,Vascular,"Mesic to dry-mesic hardwood forests generally in acidic coarse grained soils. Generally in lower pH, drier, coarser, and thinner soils than Viola pubescens var. scabriuscula.",Herbaceous,Perennial,,
3092,Accepted Name,viola rotundifolia,early yellow violet,Y,,7,N,Y,,,FAC,FAC,S5,G5,Vascular,Cool rich mesic forests especially on high terrace floodplains of small streams, and edges of dirt roads and paths through forests.,Forb/herb,Perennial,
6405,Accepted Name,viola sagittata var. ovata,northern downy violet,Y,,4,N,Y,,,FAC,FAC,S4,G5,Vascular,"Successional fields, utility rights-of-way, gravel and sand mines, roadsides, woodlands, forest openings, thin canopied forests, and disturbed areas in forests in thin well drained dry to dry-mesic to occasionally mesic soils.",Forb/herb,Perennial,,
6381,Accepted Name,viola sororia,common blue violet,Y,,3,N,Y,,,FAC,FAC,S5,,Vascular,"Best developed in valley bottoms and lower slopes of mesic to wet-mesic hardwood forests and forest edges; also in mesic forests, forest edges, lawns, disturbed soils, roadsides, thickets, and waste places. Widespread and very common.",Herbaceous,Perennial,,
3116,Accepted Name,vitis labrusca,fox grape,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Thickets, forest edges, and forests (often young forests or forests with a history of disturbance).",Vine,Perennial,,
3123,Accepted Name,vitis riparia,"river grape, frost grape",Y,,3,N,Y,,,FACW,FAC,S5,G5,Vascular,"Hardwood forests, forest edges and openings, thickets, disturbed sites, and rocky open slopes.",Vine,Perennial,,
1274,Accepted Name,woodsia obtusa ssp. obtusa,"blunt-lobed woodsia, blunt-lobed cliff fern",Y,,7,N,Y,,,,,S5,G5,Vascular,"Wet to seasonally seepy cliffs, ledges, and shale or fine talus slopes. Very occasionally in soil. Predominately on calcareous substrates, but not limited to these.",Fern,Perennial,,
176,Accepted Name,xanthium strumarium var. canadense,Canada cocklebur,Y,,1,N,Y,,,FAC,FAC,S5,G5T5,Vascular,,Forb/herb,Annual,,
